title,artist,songid,streams,region,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
VIP *-*,"Luísa Sonza, 6LACK",2upubCYkDvATo6ZZwHqrp9,1036502,br,0.754,0.846,4,-5.114,0,0.0486,0.278,4e-05,0.519,0.913,99.987,176400,4
M4,"Teto, Matuê",07AQkmp456NpEnT8HR7WLy,1021483,br,0.88,0.59,8,-4.709,0,0.204,0.08,0.0,0.184,0.723,119.97,170000,4
BALANÇA A GLOCK,"Mc Jajau, DJ LG",4PUjVQcrNhH85XXyXnnjBd,1013775,br,0.946,0.871,8,-4.061,1,0.278,0.478,5.67e-06,0.327,0.856,130.001,155713,4
Aquelas Coisas,"João Gomes, Tarcísio do Acordeon",5igZy2wLV0KBzS1zvW9am8,1013031,br,0.689,0.882,6,-2.547,1,0.0769,0.638,0.0,0.0843,0.962,149.991,148200,4
Disco Arranhado - Funk Remix,"Malu, DJ Lucas Beat",2Gjt4rUHBUH0rMKpBg0hF4,1004897,br,0.747,0.725,2,-2.564,0,0.363,0.551,0.0,0.0626,0.904,129.96,125558,4
Estelionato Afetivo - Ao Vivo,"Douglas & Vinicius, Zé Neto & Cristiano",0m6XpDgZSyqyCg0HKOCaO8,1003100,br,0.451,0.881,11,-2.762,1,0.086,0.355,0.0,0.898,0.601,105.69,172000,4
Shivers,Ed Sheeran,75MNhvTCCKsST3YqqUiU9r,995529,br,0.788,0.859,2,-2.724,1,0.0856,0.281,0.0,0.0424,0.822,141.02,207853,4
Blinding Lights,The Weeknd,0VjIjW4GlUZAMYd2vXMi3b,989135,br,0.514,0.73,1,-5.934,1,0.0598,0.00146,9.54e-05,0.0897,0.334,171.005,200040,4
Peaches (feat. Daniel Caesar & Giveon),Justin Bieber,4iJyoBOLtHqaGxP12qzhQI,973382,br,0.677,0.696,0,-6.181,1,0.119,0.321,0.0,0.42,0.464,90.03,198082,4
Levitating (feat. DaBaby),Dua Lipa,5nujrmhLynf4yMoMtj8AQF,960893,br,0.702,0.825,6,-3.787,0,0.0601,0.00883,0.0,0.0674,0.915,102.977,203064,4
Taca a Xereca pra Mim,MC Kaique da VP,2GqCEJpzmD81AJ2H0Hyz5T,955121,br,0.953,0.449,1,-7.409,1,0.061,0.0184,0.0,0.123,0.491,130.04,260833,4
Save Your Tears (with Ariana Grande) (Remix),The Weeknd,37BZB0z9T8Xu7U3e65qxFy,952869,br,0.65,0.825,0,-4.645,1,0.0325,0.0215,2.44e-05,0.0936,0.593,118.091,191014,4
Ele Não Te Merece,"Wesley Safadão, Tarcísio do Acordeon",7nsk0cwY5kfxBT21WEzmC0,950269,br,0.633,0.911,3,-2.903,0,0.0424,0.145,0.0,0.335,0.949,154.044,187792,4
Deixa Eu Falar pra Você,Josué Bom de Faixa,0f1xsopmPwjGv5lJooglnD,946141,br,0.833,0.513,9,-8.308,0,0.0688,0.302,0.0,0.297,0.942,147.912,242778,4
Proteção de Tela,Tarcísio do Acordeon,3v6gYFuAXQcm1EO5yW7yfX,933519,br,0.482,0.778,1,-6.828,0,0.0337,0.719,1.3e-06,0.103,0.782,148.073,216990,4
Ela é Espetacular (Mulher Kama Sutra 2),Mc Livinho,0x0V1IID2Sj902k6LzuWds,914456,br,0.904,0.713,10,-0.623,1,0.0892,0.641,0.0,0.124,0.77,130.023,216000,4
Alívio,Jessé Aguiar,40KZgKCIvRVIoZqv9lNBoP,913424,br,0.521,0.268,7,-9.751,1,0.0338,0.866,0.0,0.1,0.444,90.472,285099,4
Cold Heart - PNAU Remix,"Elton John, Dua Lipa",6zSpb8dQRaw0M1dK8PBwQz,909558,br,0.796,0.798,1,-6.312,1,0.0317,0.034,4.19e-05,0.0952,0.942,116.032,202735,4
Ô Moça,MC Zaquin,1mQOFRDoqI34LdN79PE0vH,905114,br,0.84,0.495,5,-5.155,0,0.0797,0.481,0.0,0.0853,0.527,130.041,180923,4
Roct Pot 02 (Mc Laranjinha),"Mc Laranjinha, GORDÃO DO PC",35oS3GLitTUcrxI6PNdKbD,898575,br,0.819,0.759,7,0.591,1,0.295,0.37,0.00792,0.0863,0.761,86.059,107077,5
Gaiola - Ao Vivo,Henrique & Juliano,70PwecMUvcdwyunypqGHfQ,897815,br,0.38,0.809,7,-3.906,1,0.179,0.168,0.0,0.898,0.271,155.359,195039,4
Volta Comigo BB,Zé Vaqueiro,1h4u5t0EJZki8ieNGwwFXc,889173,br,0.541,0.755,1,-6.461,0,0.0353,0.206,1.25e-05,0.0457,0.937,163.965,210732,4
Briga Feia - Ao Vivo,Henrique & Juliano,7bukHRNgGLRySTJEVvLoIR,887274,br,0.589,0.846,11,-5.501,1,0.0616,0.108,0.0,0.93,0.565,167.987,194580,4
Estado Frágil - Ao Vivo,"Marcos & Belutti, Dilsinho",6XSXOvojEslvbqBCh7IP8Z,880562,br,0.609,0.688,0,-4.723,0,0.143,0.503,0.0,0.279,0.893,127.636,176977,4
Kiss Me More (feat. SZA),Doja Cat,3DarAbFujv6eYNliUTyqtz,879235,br,0.764,0.705,8,-3.463,1,0.0284,0.259,8.92e-05,0.12,0.781,110.97,208667,4
melhor sozinha :-)-:,"Luísa Sonza, Marília Mendonça",0gpZ8zy9OAE98nNBVIxWvi,873066,br,0.65,0.596,7,-5.887,0,0.0396,0.288,0.0,0.108,0.299,102.935,227216,4
Volume 3 - Ao Vivo,Douglas & Vinicius,6dJJ9OlxyeXenDCgTGdsTR,870779,br,0.67,0.854,0,-3.806,1,0.0436,0.491,0.0,0.911,0.732,146.032,171272,4
Zap Zum,Pabllo Vittar,7zyZ9yPXIQebb79PrMghpV,862093,br,0.596,0.864,8,-3.85,1,0.04,0.0858,0.0,0.158,0.833,169.123,167503,4
pessoa certa hora errada,GIULIA BE,0Rq7EzwIvsVqPPUNM3M4as,850457,br,0.751,0.493,0,-4.953,1,0.17,0.422,0.0,0.629,0.557,141.812,164170,4
Don't Start Now,Dua Lipa,3PfIrDoz19wz7qK7tYeu62,849417,br,0.793,0.793,11,-4.521,0,0.083,0.0123,0.0,0.0951,0.679,123.95,183290,4
Ele Não Tem,"Jonas Esticado, Gusttavo Lima",1JHvLQWHUoYuapwQikeDuD,847664,br,0.656,0.85,7,-5.132,1,0.0384,0.363,0.0,0.53,0.918,155.042,212192,4
Morena,NATTAN,6zsEKAZZulmsl1Qlw5G3EX,847428,br,0.663,0.686,7,-7.321,1,0.0359,0.572,0.0,0.174,0.923,154.995,178737,4
BONEKINHA,Gloria Groove,79Djb1E319BwnYZ8cEA1mQ,843256,br,0.652,0.823,7,-4.31,1,0.0585,0.053,0.0,0.355,0.353,131.831,168887,4
Heat Waves,Glass Animals,02MWAaffLxlfxAUY7c5dvx,840885,br,0.761,0.525,11,-6.9,1,0.0944,0.44,6.7e-06,0.0921,0.531,80.87,238805,4
Acaso,Vitor Fernandes,5AeydY71HZkZQ5dRHU9bHG,834623,br,0.599,0.882,0,-3.123,0,0.04,0.279,0.00156,0.309,0.542,156.015,200891,4
Deixa de Onda (Porra Nenhuma),"DENNIS, Xamã, LUDMILLA",0DlHQxrVijRqVUfuS6PKaY,832853,br,0.815,0.69,9,-4.622,1,0.0469,0.29,0.0,0.312,0.654,135.036,185000,4
Erro Corporal (Ao Vivo No Casa Filtr),"Diego & Victor Hugo, Israel & Rodolffo",3OOCOLLcsxYAHlJzIdFVN7,825395,br,0.661,0.833,2,-4.285,0,0.0957,0.629,0.0,0.144,0.471,107.946,178549,4
Alô Ambev (Segue Sua Vida) - Ao Vivo,Zé Neto & Cristiano,5m5aY6S9ttfIG157xli2Rs,821773,br,0.695,0.872,9,-3.65,1,0.0868,0.334,0.0,0.954,0.646,121.843,169593,4
Lance Individual,Jorge & Mateus,000RW47rhEkSqjgTrZx7YX,821735,br,0.752,0.62,5,-5.536,1,0.0509,0.309,0.0,0.075,0.962,117.399,164459,4
Até Falar Chega (feat. Matheus & Kauan) - Ao Vivo,Diego & Victor Hugo,0uoNRN1bvHcsGrrTa44Mj7,820323,br,0.411,0.863,5,-3.867,0,0.0904,0.0743,0.0,0.359,0.625,155.18,208346,4
Motel Afrodite,"Marília Mendonça, Maiara & Maraisa",2Rlde4R776iKtqODzVhMEM,813364,br,0.671,0.636,7,-6.496,1,0.0608,0.333,0.0,0.122,0.704,125.851,170866,4
Carinha de Neném,Japãozin,6T6SDJszPbuMCBpSm3aS3G,804716,br,0.638,0.873,1,-4.305,0,0.0393,0.438,3.61e-06,0.0966,0.967,161.987,140625,4
INTERE$$EIRA,Luísa Sonza,0Iw6WyxOrleibC0j0fRJmk,804436,br,0.708,0.695,2,-5.911,1,0.0637,0.0826,0.0,0.0865,0.521,140.119,130447,4
Deboche,"Mc Davi, MC Ryan SP, Mc Don Juan",1ZW2jCyFX0WrZfIJjkWq3j,783643,br,0.456,0.416,2,-3.682,1,0.103,0.498,8.2e-06,0.323,0.121,85.893,236160,3
Maçã Verde,MC Hariel,7lJoRyuNJtuiqTcKtuMuIR,780456,br,0.582,0.531,10,-3.725,1,0.0905,0.0428,7.39e-06,0.1,0.169,85.322,164308,5
Revoada no Colchão,Marcynho Sensação,3KPlAOj3h4GjHxn0dfXezk,773328,br,0.758,0.946,6,-3.713,1,0.0484,0.26,1.81e-05,0.0422,0.922,169.876,152451,4
No Llores Más,"Simone & Simaria, Sebastian Yatra",0C3hl4giyPEnDQf2IlWpk2,772691,br,0.687,0.817,8,-4.566,0,0.0627,0.0895,0.0,0.0912,0.365,95.026,169807,4
Google da Minha Vida,MC Ryan SP,456hS1uLvaApIdoMyqg9e4,771940,br,0.661,0.583,7,-5.988,0,0.158,0.546,0.0,0.129,0.428,93.759,137872,4
MODO TURBO,"Luísa Sonza, Pabllo Vittar, Anitta",2ip4hxYupn3CSsHjn4l2a8,771927,br,0.655,0.726,10,-7.628,0,0.0796,0.334,3.13e-06,0.232,0.766,160.064,150260,4
The Business,Tiësto,6f3Slt0GbA2bPZlz0aIFXN,769823,br,0.798,0.62,8,-7.079,0,0.232,0.414,0.0192,0.112,0.235,120.031,164000,4
Mtg Ta Brotando No Plantão Pra Tira Foto Com Revolver,Dj Wesley Gonzaga,1pPuodu8A0LxAuVhf3QniW,767778,br,0.911,0.448,9,-2.439,1,0.388,0.174,5.6e-06,0.0948,0.54,129.949,116596,4
"Revoada do Tubarão 2 (feat. Mc Davi, Mc PP da VS, Mc Pedrinho, Mc Dricka, Mc Lbx, Mc Kevin, Salvador Da Rima, Ferrugem, MC Kevinho, Gaab)","MC Ryan SP, Mc Don Juan, MC Hariel",5Dcb2W1UpzVFQuyzxpqZaB,766137,br,0.829,0.767,9,-3.164,0,0.0892,0.167,0.0,0.322,0.643,94.897,591158,4
Beijou Meia Cidade,Zé Neto & Cristiano,4j1YtEBU47QOUapAXf5svl,765952,br,0.725,0.728,6,-4.775,1,0.0926,0.475,0.0,0.0879,0.733,108.046,165378,4
777-666,Matuê,3sGcETRMuAgcPgjDpIkgMn,763542,br,0.544,0.802,10,-4.534,0,0.326,0.0534,0.0,0.139,0.322,179.924,164000,4
positions,Ariana Grande,35mvY5S1H3J2QZyna3TFe0,756259,br,0.737,0.802,0,-4.771,1,0.0878,0.468,0.0,0.0931,0.682,144.015,172325,4
Os Menino da Pecuária,Léo & Raphael,49QpcTWIP16YgGLmiPDvTI,751336,br,0.857,0.805,9,-3.423,1,0.0682,0.307,0.0,0.297,0.734,130.047,156215,4
Tô Sem Você,João Gomes,1rFRjUkibxaMaUwGgKpfwe,749674,br,0.594,0.887,9,-4.627,0,0.0429,0.282,2.5e-06,0.113,0.663,149.971,172320,4
Don't Say Goodbye (feat. Tove Lo),"Alok, Ilkay Sencan",0GTPmh5G40joBg93vcSQNq,747835,br,0.698,0.719,0,-4.923,0,0.0455,0.00829,4.01e-06,0.326,0.364,120.062,186700,4
FALA MAL DE MIM,"PEDRO SAMPAIO, Daniel Caon, Wesley Safadão",5glMxRMRHGBRj6bydBjoPM,744877,br,0.695,0.805,8,-4.351,1,0.0959,0.333,0.0,0.0794,0.673,165.036,154182,4
traitor,Olivia Rodrigo,5CZ40GBx1sQ9agT82CLQCT,742824,br,0.38,0.339,3,-7.885,1,0.0338,0.691,0.0,0.12,0.0849,100.607,229227,4
Prefiro Ficar Sem (Ou é Você Ou é Ninguém),Roger & Gustavo,5HZkmgck2eP8bRVHjo54BI,739416,br,0.72,0.814,1,-5.387,0,0.0395,0.0994,0.0,0.353,0.963,153.982,132210,4
Poesia Acústica #9: Melhor Forma,"Pineapple StormTv, L7NNON, Chris MC, Xamã, Lourena, Cesar Mc, Djonga, Filipe Ret, Salve Malak, Hunter",2fmeSswdyVq4wcqhY41UHk,737745,br,0.733,0.688,1,-5.458,0,0.0672,0.455,0.0,0.117,0.654,130.026,611077,4
Recairei - Ao Vivo,Os Barões Da Pisadinha,2JTir3y1VuJQmexiTCMcTP,736952,br,0.582,0.937,10,-2.118,1,0.0858,0.449,0.0,0.684,0.939,168.096,166838,4
Saturno,"BIN, Mainstreet, Ajaxx",68cPbG7hJnwDW9nPX1uQcX,736379,br,0.694,0.551,5,-5.929,1,0.0485,0.704,0.0,0.1,0.908,95.003,186947,4
Máquina do Tempo,Matuê,5oI9blwsXC8AkTWw6wASY8,734200,br,0.629,0.727,4,-4.387,0,0.0499,0.0647,0.0,0.138,0.132,149.978,230400,4
Vou Falar Que Não Quero - Remix,"DJ Lucas Beat, Vitor Fernandes",0YluTOlBctnpHPABgFSXEw,731095,br,0.825,0.573,9,-3.778,1,0.0727,0.654,9.83e-06,0.11,0.545,134.059,151068,4
Leave The Door Open,"Bruno Mars, Anderson .Paak, Silk Sonic",7MAibcTli4IisCtbHKrGMh,729073,br,0.586,0.616,5,-7.964,1,0.0324,0.182,0.0,0.0927,0.719,148.088,242096,4
MTG - ELA VAI JOGA,"DJ THG, Mc Nego Nojo, Mc Mr. Bim",4VjuRtqxq5y9EPJix8MqVO,724982,br,0.917,0.555,9,-1.443,0,0.243,0.431,0.0,0.0966,0.541,130.042,160623,4
Só de Sacanagem - Ao Vivo,"Israel & Rodolffo, MC Matheuzinho",40zJaB3z53PGaxIkYyieBP,723585,br,0.826,0.769,11,-5.203,0,0.0507,0.538,0.0,0.345,0.709,125.979,183695,4
Eu Tenho Medo,Zé Vaqueiro,7yjduLSgPntFlq79Cuzrfz,722070,br,0.597,0.895,4,-2.117,0,0.0384,0.623,0.0,0.2,0.384,150.003,216836,4
Manda Áudio,Di Propósito,0in6Rc29qdyOkhKyYw4A84,721117,br,0.63,0.63,2,-7.674,1,0.0698,0.619,0.0,0.0937,0.942,157.949,162057,4
Não Sei o Que Lá,"Marília Mendonça, Maiara & Maraisa",7graPn87bYFxTLNnRnFDMZ,720476,br,0.643,0.699,4,-5.458,1,0.112,0.266,0.0,0.116,0.636,115.947,169586,4
MONEY,LISA,7hU3IHwjX150XLoTVmjD0q,713410,br,0.831,0.554,1,-9.998,0,0.218,0.161,6.12e-05,0.152,0.396,140.026,168228,4
Giro dos Artistas,"Mc Bruninho da Praia, Mc Kevin, Mc IG, Mc Magal, MC GP",0Pjd5h1ZOSyhSwZrDeCIXg,712058,br,0.737,0.484,0,-7.767,0,0.309,0.331,0.0,0.191,0.826,113.757,338824,5
Nunca Vai Ser Nós,"Murilo Huff, Zé Vaqueiro",6KoWlMNCiFdHnzYSX1Ag8q,712044,br,0.672,0.743,1,-3.79,1,0.0332,0.551,0.0,0.114,0.63,141.82,172693,4
Balada Não Beija - Ao Vivo,Hugo Henrique,048cjnG3o8hoszGE2fpZEr,711513,br,0.696,0.714,2,-4.6,1,0.0306,0.71,0.0,0.425,0.65,112.03,196608,4
love nwantiti (ah ah ah),CKay,2Xr1dTzJee307rmrkt8c0g,711200,br,0.727,0.739,8,-3.805,1,0.0411,0.365,0.00137,0.161,0.533,93.005,145800,4
Amor e Fé - Acústico,Hungria Hip Hop,4XcWXKMKp53c8OU3HHlxgL,705560,br,0.632,0.697,4,-7.086,0,0.0377,0.589,0.0,0.375,0.837,135.961,322736,4
HB20,"L7NNON, Papatinho",1wjmGk216y7V2Q5NzG0TRG,703216,br,0.576,0.582,0,-6.982,0,0.319,0.463,0.0,0.123,0.5,139.895,172307,4
É Problema,Matheus & Kauan,5gTgQBtNP08fUijxpEgmzF,702384,br,0.626,0.776,10,-6.66,1,0.189,0.486,0.0,0.108,0.696,129.765,184149,4
Permission to Dance,BTS,5eXBXreN3d1zdj6Sa8dS0u,1562567,jp,0.702,0.741,9,-5.33,1,0.0427,0.00544,0.0,0.337,0.646,124.925,187585,4
Butter,BTS,2bgTY4UwhfBYhGT4HUYStN,1550114,jp,0.759,0.459,8,-5.187,1,0.0948,0.00323,0.0,0.0906,0.695,109.997,164442,4
水平線,back number,5m1i6hq7dmRlp3c1utE48L,1486339,jp,0.419,0.75,10,-3.546,1,0.0316,0.011,0.0,0.159,0.436,145.867,285396,4
ドライフラワー,優里,7dH0dpi751EoguDDg3xx6J,1464436,jp,0.463,0.624,7,-5.118,1,0.0274,0.426,0.0,0.221,0.521,147.929,285587,4
Cry Baby,Official HIGE DANdism,6wDntdm888mDo458RaYjGl,1419313,jp,0.346,0.901,1,-4.617,1,0.12,0.0103,0.0,0.358,0.434,199.934,241680,4
きらり,Fujii Kaze,3ciqhcLmXP4hVGBD98QlEj,1384787,jp,0.746,0.764,2,-6.833,1,0.0462,0.00803,0.0,0.357,0.701,116.982,231883,4
Dynamite,BTS,4saklk6nie3yiGePpBwUoc,1339524,jp,0.746,0.765,6,-4.41,0,0.0993,0.0112,0.0,0.0936,0.737,114.044,199054,4
STAY (with Justin Bieber),The Kid LAROI,5PjdY0CKGZdEuoNab3yDmX,1297825,jp,0.591,0.764,1,-5.484,1,0.0483,0.0383,0.0,0.103,0.478,169.928,141806,4
夜に駆ける,YOASOBI,6MCjmGYlw6mQVWRFVgBRvB,1212958,jp,0.663,0.871,8,-5.287,1,0.03,0.00299,1.8e-06,0.337,0.826,130.025,258840,4
怪物,YOASOBI,06XQvnJb53SUYmlWIhUXUi,1150043,jp,0.627,0.824,1,-3.419,1,0.118,0.0699,6.57e-05,0.31,0.774,169.935,206000,4
My Universe,"Coldplay, BTS",3FeVmId7tL5YN8B7R3imoM,1149044,jp,0.588,0.701,9,-6.39,1,0.0402,0.00813,0.0,0.2,0.443,104.988,228000,4
ヨワネハキ,"MAISONdes, 和ぬか, asmi",0FOVGBW0RpVRuDuUuN4ZVw,1131801,jp,0.78,0.814,7,-3.617,1,0.0291,0.0432,8.28e-05,0.168,0.59,108.025,166967,4
群青,YOASOBI,1zd35Y44Blc1CwwVbW3Qnk,1125220,jp,0.725,0.853,10,-3.193,1,0.0516,0.305,0.0,0.115,0.707,134.991,248027,4
勿忘,Awesome City Club,0XZyF9lv6diMt4bxThOL0h,1092059,jp,0.448,0.447,6,-7.161,0,0.045,0.234,0.0,0.382,0.299,78.861,251533,4
YOKAZE,HENTAI SHINSHI CLUB,6tkSMR8bEIfEcJn7ybJtSP,1051780,jp,0.642,0.587,10,-5.53,1,0.0268,0.293,0.0,0.0784,0.361,89.96,269547,4
大正浪漫,YOASOBI,3uw93CiI34uZlfk8ywep1e,1049644,jp,0.657,0.926,1,-2.938,0,0.042,0.122,0.0,0.263,0.881,129.999,168462,4
踊,Ado,7z6qHGEKxRtwtYym2epV7l,1007979,jp,0.707,0.965,1,-0.736,1,0.105,0.15,1.38e-06,0.726,0.777,128.003,208271,4
CITRUS,Da-iCE,2IL2asrtx7XM1y8fu2RMnR,1000859,jp,0.549,0.861,1,-2.526,1,0.0459,0.22,0.0,0.361,0.739,82.042,248653,4
三原色,YOASOBI,3FUCuf498nFHJXFYR1V9Bd,997356,jp,0.443,0.893,5,-3.496,0,0.154,0.128,0.0,0.328,0.826,127.999,224067,4
シャッター,優里,6VwpOZpqx8IqoF201VGAp8,915775,jp,0.606,0.525,5,-7.432,1,0.0356,0.511,0.0,0.33,0.665,74.979,247333,4
"Stand by me, Stand by you.",HIRAIDAI,7DyS11kB1YNrfDzQqtjmTh,909140,jp,0.66,0.576,3,-5.627,1,0.0363,0.0879,0.0,0.0599,0.561,80.978,193013,4
花占い,Vaundy,4X34YVOtNvldHeEt6aLYDW,850776,jp,0.662,0.789,7,-7.634,0,0.0305,0.0141,0.0,0.317,0.881,135.01,207556,4
炎,LiSA,0cSkn2l67csUljEy0EEBPn,830823,jp,0.477,0.685,2,-4.554,1,0.0325,0.105,0.0,0.277,0.308,152.04,275000,4
もう少しだけ,YOASOBI,2pXmohBUnD5Li93sgpbPSg,819943,jp,0.675,0.746,8,-5.531,1,0.0288,0.12,0.0,0.121,0.533,99.99,220201,4
アポトーシス,Official HIGE DANdism,222BlW44cS9nOM6C369IB2,819457,jp,0.463,0.691,8,-6.154,1,0.045,0.047,0.0,0.115,0.379,155.898,389707,4
Bluma to Lunch,BLOOM VASE,3EYWY7XBj1BkCKX3R3hoZk,789726,jp,0.756,0.726,7,-5.388,1,0.0489,0.034,0.000455,0.119,0.792,123.98,159040,4
ラブレター,YOASOBI,185Wm4Mx09dQG0fUktklDm,775822,jp,0.662,0.86,7,-3.534,1,0.0286,0.447,0.0,0.339,0.69,100.016,212401,4
怪盗,back number,10Eyo4juZQFthKqlJgGMdp,773650,jp,0.636,0.847,7,-2.093,1,0.037,0.407,0.0,0.295,0.8,114.028,196226,4
魔法の絨毯,Takaya Kawasaki,3PK5ERLCyMuQ5Cb89GbZVL,767851,jp,0.622,0.309,10,-6.291,0,0.0481,0.776,0.0,0.122,0.571,73.897,208896,4
Pretender,Official HIGE DANdism,15HNdxGKNCIO9pgaY4n7FU,757955,jp,0.538,0.869,8,-3.464,1,0.0275,0.047,0.0,0.14,0.369,91.972,326843,4
点描の唄,"Mrs. GREEN APPLE, Sonoko Inoue",1sIIlVrnPhrvmTrHtzM7tV,750721,jp,0.502,0.632,0,-4.612,1,0.0273,0.447,0.0,0.103,0.308,152.014,307067,4
115万キロのフィルム,Official HIGE DANdism,278JqkBGkjDovOYAwE8TW7,746190,jp,0.516,0.791,3,-1.927,1,0.0318,0.00345,0.0,0.141,0.48,96.921,324633,4
napori,Vaundy,5Ym4egUmT9wHEvZM2anGG8,744518,jp,0.88,0.356,11,-7.802,1,0.297,0.417,0.0,0.0997,0.468,129.822,203787,4
虹,Masaki Suda,7AIj86wFWqm7X1TZ2hzHwS,726911,jp,0.548,0.6,5,-5.049,1,0.0297,0.071,0.0,0.192,0.296,143.961,258733,4
ハルジオン,YOASOBI,08YwAPnX8sygJUXG9rvhDv,720466,jp,0.687,0.873,8,-3.852,1,0.0335,0.0545,0.0,0.318,0.884,130.024,198600,4
U,"millennium parade, Belle",32H7fwKsaYtSl6qiXFI6I6,717908,jp,0.651,0.913,9,-5.667,0,0.0384,0.0437,0.00133,0.311,0.736,120.028,187267,4
猫,DISH//,6sIx7Cn37DGEhjy9hBP8Gx,715486,jp,0.506,0.769,3,-5.326,1,0.0363,0.113,0.0,0.0828,0.536,154.044,276040,4
アンコール,YOASOBI,465JzFiajJO59sUrDFsxdC,715025,jp,0.682,0.669,2,-4.741,1,0.0275,0.283,1e-06,0.145,0.831,81.999,271440,4
I LOVE...,Official HIGE DANdism,5wWLNNwMAehpj83FU4Lz0m,713975,jp,0.546,0.663,9,-6.071,1,0.0536,0.00938,0.0,0.178,0.407,171.698,282680,4
うっせぇわ,Ado,6EzZn96uOc9JsVGNRpx06n,712225,jp,0.525,0.978,11,-1.072,0,0.0815,0.00485,0.0,0.06,0.577,178.069,204920,4
Film out,BTS,3UHPGOkUcE4hE7sqBF4Snt,705937,jp,0.499,0.709,10,-6.404,1,0.134,0.296,0.0,0.331,0.314,164.032,214621,4
あいつら全員同窓会,ZUTOMAYO,2VIK6jaaKghS4QPHr6sAkv,703905,jp,0.724,0.913,2,-2.836,0,0.118,0.453,0.0,0.052,0.913,130.968,254507,4
春を告げる,yama,2Gmyw5Vg2X5YW2lM3OC7nD,690032,jp,0.548,0.871,11,-5.377,1,0.123,0.0397,0.0,0.357,0.487,120.009,196497,4
かくれんぼ,優里,0JTjZnuciQH4M3620aMDtZ,689210,jp,0.671,0.505,9,-7.575,1,0.0629,0.417,0.0,0.124,0.311,156.019,271093,4
ハルカ,YOASOBI,5D9MPWdY2hjSeTIGE5n5kv,688226,jp,0.712,0.817,1,-5.123,1,0.0279,0.0717,7.21e-06,0.146,0.679,100.016,243613,4
裸の心,Aimyon,4Jv7U0JJpbQnOrjtDwDZTZ,683630,jp,0.559,0.448,8,-4.11,1,0.0275,0.537,1.85e-05,0.0915,0.354,148.02,296653,4
ギラギラ,Ado,7D7GCO3CtDT1WDcj2W5VDV,681470,jp,0.651,0.861,2,-4.128,1,0.0568,0.052,0.0,0.0878,0.731,96.014,276213,4
不可幸力,Vaundy,18nkY3pJTub8WwEGiQAGh4,672051,jp,0.69,0.815,11,-5.227,0,0.0426,0.0157,2.85e-06,0.0636,0.613,94.032,200243,4
感電,Kenshi Yonezu,6H0PLsSYMzDOqhLgyOlzIj,671292,jp,0.633,0.723,8,-5.733,0,0.143,0.107,0.0,0.0818,0.688,103.101,264533,4
Pale Blue,Kenshi Yonezu,52RfEh76AVKPwtUtTV9ufl,663247,jp,0.688,0.457,2,-8.635,1,0.0487,0.206,1.51e-05,0.406,0.445,87.99,296547,4
夜撫でるメノウ,Ayase,6IHWPY5iBUI1AOUclbtE6F,581557,jp,0.702,0.732,10,-6.803,1,0.0266,0.0749,0.0,0.297,0.636,100.0,262800,4
夏音,優里,3k6o8UMc7aVgpKqm9epIrU,502309,jp,0.466,0.584,11,-4.942,1,0.0323,0.153,0.0,0.224,0.663,169.923,237880,4
Kaikai Kitan,Eve,6y4GYuZszeXNOXuBFsJlos,474695,jp,0.584,0.911,5,-3.515,0,0.09,0.0119,0.0,0.119,0.606,92.502,221426,4
Mela!,Ryokuoushoku Shakai,6IO5nn84TKArsi3cjpIqaD,457443,jp,0.619,0.941,8,-1.618,1,0.0584,0.0439,1.73e-05,0.318,0.624,137.967,242067,4
Curtain Call,"Shota Shimizu, Taka",3JzAKk0CpUlgzS1mPqzBwk,440060,jp,0.656,0.582,0,-5.85,1,0.0329,0.189,0.0,0.243,0.401,85.004,267587,4
Tokimeki,Vaundy,18gB0d6DaRPvrQBbl7WEuk,437479,jp,0.657,0.697,5,-7.392,1,0.0297,0.00105,0.0225,0.286,0.915,120.028,212000,4
海のリビング,鈴木鈴木,0CZB07xMxIGRfCZT93ynFj,434744,jp,0.652,0.846,10,-4.005,0,0.0374,0.0905,0.0,0.242,0.762,97.998,223600,4
ミライチズ,Yoru no Hitowarai,3mSqtn05vfpqAMpFTLsxpi,432075,jp,0.456,0.873,7,-2.086,1,0.0496,0.0849,2.26e-06,0.051,0.604,205.959,239613,4
Buddy,HIRAIDAI,7xfPyBgb9om8iUooItxHl8,420669,jp,0.786,0.482,6,-6.82,1,0.0477,0.156,0.0,0.34,0.617,89.992,174233,4
ツキミソウ,Novelbright,6sElEqOIGENWjpxGFeo5ct,416811,jp,0.504,0.645,6,-3.244,1,0.0352,0.432,0.0,0.231,0.473,77.959,312053,4
なんでも言っちゃって,"LEX, JP THE WAVY",1ZGBwdBfy7M5XWGo4XoGlf,411598,jp,0.799,0.676,2,-4.757,0,0.0564,0.0344,0.0,0.0991,0.663,108.004,146667,4
題名のない今日,HIRAIDAI,6skNbV22epX2yHu4O2hYSx,408181,jp,0.707,0.479,11,-6.088,1,0.0328,0.2,0.0,0.384,0.633,87.012,193709,4
MIRROR MIRROR,HIRAIDAI,0Sp31BXc9dedQnfKYCiojE,402931,jp,0.595,0.642,11,-4.895,1,0.0544,0.178,0.0,0.091,0.562,157.674,186650,4
